# schema=dynamics.v1
# stride=128
# time_cs=centiseconds_relative_to_onset
subject_id	label	site	time_cs	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63
chb05_chb05_13_68	3	chb05	-2598	0.36960856	-0.15771089	0.18976185	0.03810083	0.27192581	-0.05971134	0.30753426	-0.06291743	0.38098521	-0.14917712	0.20163147	0.02713127	0.23231508	-0.10237724	0.27675967	-0.09438698	0.34116694	-0.12784268	0.10073970	0.12585728	0.20755838	-0.14077654	0.22033957	-0.05242758	0.31841365	-0.07664003	0.11260932	0.23006806	0.20755838	-0.11944359	0.22546867	0.01575645	0.28428370	-0.04677182	0.18382704	0.28491584	0.19765570	-0.14077654	0.19469407	0.07869555	0.23877711	-0.03823805	0.21350109	0.33427884	0.17785033	-0.20477538	0.12288668	0.19932882	0.25584209	0.00016393	0.24910996	0.37815707	0.20260704	-0.22610833	0.07672478	0.33569687	0.30134868	0.03429903	0.31439287	0.37815707	0.20260704	-0.20477538	0.01517559	0.45108522
chb05_chb05_13_69	3	chb05	-2548	0.75641457	0.88767647	0.37374097	0.10391817	0.43036873	0.11521883	0.49218185	0.31471717	0.71659631	0.88340958	0.42121945	0.04358561	0.51949287	0.08961929	0.61528024	0.31996210	0.67108972	0.85354137	0.36780616	0.04907039	0.61851969	0.04695340	0.70760403	0.31471717	0.63127145	0.79380495	0.31439287	0.07649428	0.69774115	0.00428750	0.74863683	0.29373747	0.55163492	0.71273409	0.21350109	0.03810083	0.69774115	-0.03837839	0.71786223	0.19408390	0.38667353	0.64019701	0.07106565	-0.04417084	0.68288713	-0.15357631	0.65118393	0.00526660	0.23877711	0.58046059	-0.04763055	-0.10998818	0.66308176	-0.25170787	0.55886014	-0.15208115	0.10794567	0.52072417	-0.13665271	-0.14838162	0.60861701	-0.33277307	0.43576175	-0.27271443
chb05_chb05_13_70	3	chb05	-2498	-0.33574358	-0.61853470	0.09480489	-0.24162285	0.34124459	-0.83623063	0.44089085	-0.71853305	-0.43244508	-0.66973735	-0.03576093	-0.30744019	0.23726642	-0.92156242	0.30753426	-0.74475768	-0.47795167	-0.67827113	-0.17226157	-0.33486408	0.17785033	-0.97276149	0.17930678	-0.73951275	-0.44951005	-0.63560225	-0.21380524	-0.35131841	0.11348290	-0.93862878	0.04082109	-0.68181858	-0.41538011	-0.64840292	-0.29095777	-0.36777275	0.02435876	-0.92156242	-0.11818100	-0.64510410	-0.43244508	-0.67827113	-0.40371917	-0.36777275	-0.09447343	-0.92582901	-0.22076299	-0.64510410	-0.43813341	-0.63560225	-0.43339322	-0.35131841	-0.16379221	-0.89596288	-0.25153759	-0.62936933	-0.42675676	-0.59720027	-0.48680651	-0.34034886	-0.24301367	-0.85329699	-0.25666669	-0.63461425
chb05_chb05_13_71	3	chb05	-2448	-0.19922381	-0.29851817	0.29658844	0.47139830	-0.01525197	-0.01277886	-0.03098631	-0.02095803	-0.21628878	-0.35825459	0.35593654	0.42203529	0.01445607	-0.04691157	0.04082109	-0.03144788	-0.26179537	-0.40945723	0.32032768	0.46042874	0.09862887	-0.11091042	0.10749938	-0.01571310	-0.30730196	-0.44785922	0.35000173	0.42752007	0.17289899	-0.16210949	0.18956497	-0.00522325	-0.34712023	-0.49479498	0.36187135	0.35073318	0.23231508	-0.23464151	0.25624327	-0.04718265	-0.38693849	-0.52039630	0.33219730	0.29588540	0.31153654	-0.32850648	0.33830886	-0.12585653	-0.40400346	-0.51612941	0.35593654	0.26846151	0.38085532	-0.37543896	0.41524535	-0.15732608	-0.40400346	-0.49052809	0.40934983	0.26297673	0.40561202	-0.42237145	0.50244005	-0.22551010
chb05_chb05_13_72	3	chb05	-2398	0.61420648	0.08123479	-0.29689258	-0.61458776	0.03426144	0.13228519	0.11262848	-0.22551010	0.66540139	-0.01263673	-0.43932803	-0.63104209	0.00455339	0.12375201	0.04082109	-0.27795935	0.69953133	-0.09797447	-0.62330714	-0.61458776	-0.00534929	0.10668565	-0.03611541	-0.31467383	0.81898613	-0.13637645	-0.72419892	-0.58167909	0.05901814	0.08961929	-0.05150270	-0.36187815	0.90999931	-0.15771089	-0.77761221	-0.60910298	0.12338558	0.05121999	-0.07201910	-0.43530710	0.93275261	-0.16624467	-0.84882993	-0.64201165	0.17785033	-0.00851227	-0.08227730	-0.50873605	0.98394752	-0.14917712	-0.83696031	-0.66943554	0.25707179	-0.02557863	-0.03098631	-0.55069545	1.02376578	-0.11504202	-0.80135145	-0.69137465	0.32639056	-0.05544475	0.01004649	-0.56643023
chb05_chb05_13_73	3	chb05	-2348	0.07381573	-0.80201085	-0.58176347	-0.03868606	-0.41631061	-1.17329120	-0.41566877	0.06296077	0.05106243	-0.69533867	-0.55208942	-0.00577739	-0.41631061	-1.12635872	-0.58492906	0.18883897	0.06812740	-0.58439961	-0.43932803	0.01067694	-0.39650524	-1.07089305	-0.63109095	0.27800270	0.13638729	-0.45212611	-0.22567486	0.03810083	-0.33213781	-0.95142855	-0.61057456	0.38290120	0.12501064	-0.36678836	-0.00608688	0.06003994	-0.34699183	-0.85756358	-0.54902536	0.43535045	0.13069896	-0.29425128	0.10667451	0.06003994	-0.37174854	-0.78503156	-0.52337986	0.46682000	0.19327053	-0.20037976	0.24317514	0.06003994	-0.32223512	-0.71676612	-0.44131427	0.50353447	0.26153041	-0.14491023	0.34406692	0.01616172	-0.28262439	-0.66556705	-0.40541057	0.49304462
chb05_chb05_13_74	3	chb05	-2298	0.59145318	0.30311292	-0.13665271	-0.07159473	-0.49058072	1.00693603	-0.96961152	0.90214877	0.54594659	0.35004868	-0.17226157	-0.12644251	-0.45592133	0.93867060	-1.02090252	0.87067922	0.54594659	0.36284934	-0.19006600	-0.11547296	-0.36679719	0.84480563	-1.01064432	0.84969952	0.61420648	0.36711623	-0.09510904	-0.11547296	-0.27272171	0.77227361	-0.99525702	0.84969952	0.64833642	0.35004868	-0.00015207	-0.14838162	-0.23806232	0.67414205	-1.02090252	0.79200534	0.67108972	0.33298113	-0.00015207	-0.13192729	-0.19350025	0.56321073	-1.07219352	0.70284162	0.72797295	0.33724802	0.07106565	-0.07707951	-0.12913282	0.50347847	-1.09783901	0.66088222	0.75072625	0.32018047	0.24317514	-0.10998818	-0.12418148	0.44374622	-1.12861361	0.60843297
chb05_chb05_13_75	3	chb05	-2248	-0.01719745	0.00016393	1.00283085	0.73466764	-0.94610411	0.24748310	-0.16947199	0.34618672	-0.02288578	-0.03823805	1.05624414	0.66885031	-1.12435239	0.32001512	-0.20024659	0.29373747	-0.06270404	-0.06383937	1.06811376	0.64142641	-1.28774665	0.38828056	-0.19511749	0.24128822	-0.08545734	-0.05103871	1.07404857	0.63594164	-1.41153017	0.45654599	-0.17460109	0.25702300	-0.14802890	-0.07237315	1.15713591	0.59754819	-1.51550834	0.46934576	-0.06176090	0.22030852	-0.25610705	-0.07664003	1.16307072	0.51527652	-1.57492443	0.45654599	0.03056289	0.23604330	-0.28454867	-0.02970428	1.17494034	0.46042874	-1.53036236	0.49494529	0.16904858	0.31471717	-0.32436693	0.02576526	1.20461440	0.33427884	-1.45609224	0.55041096	0.31266336	0.28849255
chb05_chb05_13_76	3	chb05	-2198	0.30134868	0.47805530	0.53398084	0.22458328	-0.17369489	0.88320494	0.41011626	0.69235177	0.27859538	0.46952152	0.54585046	0.20812895	-0.20835428	0.86187199	0.41524535	0.63465759	0.28997203	0.43538643	0.60519857	0.21361373	-0.20340294	0.80640633	0.50244005	0.53500402	0.35823191	0.42258576	0.68235110	0.25200717	-0.13903550	0.75520725	0.56398924	0.42486060	0.34116694	0.40978510	0.70015553	0.26297673	-0.11427880	0.66987546	0.57424744	0.29373747	0.32979029	0.37991689	0.64674224	0.31233973	-0.11427880	0.56321073	0.53321464	0.15736942	0.32410197	0.39271755	0.58145933	0.35621796	-0.13903550	0.46934576	0.42037445	0.07869555	0.22171214	0.37565001	0.47463274	0.33427884	-0.23311098	0.32001512	0.28188877	-0.01046818
chb05_chb05_13_77	3	chb05	-2148	-1.67818797	0.25191028	0.13041375	-0.57619431	0.76210858	-1.10075918	0.94867171	-0.62412440	-1.73507121	0.15377187	0.13634856	-0.64749643	0.71259517	-1.33542160	1.12819019	-0.92308512	-1.77488947	0.07270102	0.07106565	-0.68040509	0.60861701	-1.45915270	1.19486849	-1.20106615	-1.71800624	0.02149837	0.00578274	-0.73525288	0.49968750	-1.47195247	1.17948119	-1.42659792	-1.64974635	-0.01690361	-0.05950017	-0.79558543	0.37095264	-1.47195247	1.10767379	-1.63115000	-1.57010982	-0.03823805	-0.17819638	-0.80107021	0.24221777	-1.43355316	0.99483360	-1.76751805	-1.46771999	-0.04250494	-0.24347929	-0.80655499	0.11843424	-1.36102114	0.89738071	-1.84094700	-1.39946011	-0.05530560	-0.26128372	-0.85043321	0.00455339	-1.31408865	0.79479872	-1.86717162
chb05_chb05_13_78	3	chb05	-2098	0.29566035	0.11110300	0.10073970	0.18618984	-0.06476538	0.36268102	0.24085597	0.72906624	0.19327053	0.14097121	-0.01202169	0.10940294	-0.06476538	0.30294877	0.27675967	0.51926924	0.05106243	0.19217386	-0.07136980	0.01616172	-0.07961941	0.21761698	0.33317976	0.31996210	-0.03995075	0.23484273	-0.07136980	-0.02223173	-0.08952209	0.16641790	0.41524535	0.14687957	-0.14234057	0.23057584	-0.07136980	-0.07707951	-0.09447343	0.09388588	0.47679455	-0.04193773	-0.25610705	0.23057584	-0.10697866	-0.13192729	-0.11427880	0.06401975	0.53834374	-0.23599995	-0.33574358	0.25191028	-0.13665271	-0.15386640	-0.11923014	0.11095224	0.61015114	-0.39859263	-0.48932832	0.28604537	-0.17226157	-0.19774463	-0.19845160	0.15361813	0.61015114	-0.51922590
chb05_chb05_13_79	3	chb05	-2048	-0.07408069	-0.17477844	-0.19006600	-0.98755267	-0.60941291	-0.13224336	0.24598507	-1.05945317	-0.09683398	-0.16197778	-0.18413119	-0.96012878	-0.67873169	-0.00851227	0.12288668	-1.15386182	-0.05701572	-0.13210957	-0.19600081	-0.87785710	-0.70348839	0.12375201	0.03056289	-1.20106615	0.01693249	-0.08090692	-0.17819638	-0.79558543	-0.70843973	0.26028287	-0.06689000	-1.14861690	0.00555584	-0.05103871	-0.20193562	-0.70234421	-0.81736924	0.36694761	-0.25153759	-1.05945317	0.03968579	-0.06383937	-0.20787043	-0.60910298	-0.88668801	0.46507917	-0.43618517	-0.94930975	0.13638729	-0.04250494	-0.18413119	-0.51037698	-0.90154204	0.57174390	-0.63109095	-0.76573738	0.19895885	-0.01690361	-0.05356536	-0.47746831	-0.94610411	0.68694182	-0.73367294	-0.60838963
chb05_chb05_13_80	3	chb05	-1998	0.25015376	0.50792351	0.12447894	0.88824143	-0.54009413	-0.25597446	-0.39515237	-0.12585653	0.26153041	0.55059238	0.26097958	0.90469576	-0.50543475	-0.26024105	-0.38489418	-0.11536668	0.29566035	0.60606191	0.35000173	0.93211965	-0.43116463	-0.22610833	-0.43105607	-0.04193773	0.36960856	0.69139966	0.48650236	0.93211965	-0.35194317	-0.13224336	-0.45670157	0.07345062	0.34116694	0.74260230	0.53991565	0.92663487	-0.33708915	-0.06824452	-0.51312166	0.17834912	0.31841365	0.80660561	0.54585046	0.93760443	-0.29747842	-0.00424568	-0.59005816	0.26751285	0.28997203	0.87487580	0.59332895	0.94857399	-0.28262439	0.08961929	-0.55415446	0.31996210	0.23877711	0.94314600	0.68828591	0.92663487	-0.30242976	0.18348426	-0.50286347	0.36192150
chb05_chb05_13_81	3	chb05	-1948	-0.27886034	-0.20891354	0.68828591	-0.31840974	-0.18854891	0.04268681	-0.05663180	0.62416774	-0.33574358	-0.17477844	0.57552452	-0.34583363	-0.13408416	-0.02131204	-0.13356830	0.56122864	-0.34712023	-0.12357579	0.53398084	-0.35131841	-0.06476538	-0.03837839	-0.12843920	0.48255477	-0.35849687	-0.06810626	0.49243717	-0.30744019	-0.02515466	0.00002091	-0.12843920	0.47730985	-0.39262682	-0.02970428	0.46869793	-0.29647063	-0.05486270	0.02135386	-0.14895560	0.46682000	-0.39831514	-0.04250494	0.35000173	-0.23065329	-0.04000868	0.02562045	-0.17460109	0.44584030	-0.36987352	-0.05530560	0.18382704	-0.14838162	0.00455339	0.01282068	-0.18485929	0.43535045	-0.39831514	-0.10650824	0.01171755	-0.13192729	0.02435876	-0.04264498	-0.26692489	0.41961567
chb05_chb05_13_82	3	chb05	-1898	1.71205295	0.67433211	0.01171755	-0.31840974	0.60861701	1.09226782	-0.18998839	0.60318804	1.63241642	0.70420032	-0.00608688	-0.35680319	0.47493080	1.13493372	-0.30795768	0.61892282	1.60966313	0.71273409	-0.03576093	-0.37874230	0.39570934	1.17759961	-0.40541057	0.66088222	1.65516971	0.72126787	-0.00608688	-0.40068141	0.35114727	1.25013163	-0.45670157	0.70808654	1.65516971	0.71700098	-0.07730461	-0.39519664	0.28677984	1.29279753	-0.56441266	0.71857639	1.63241642	0.69139966	-0.19006600	-0.38971186	0.24716911	1.30986389	-0.65160735	0.67137207	1.67792301	0.68286588	-0.16039195	-0.38422708	0.28182849	1.36106296	-0.63109095	0.65563729	1.66654636	0.67859899	-0.10104385	-0.39519664	0.30163386	1.36959614	-0.59005816	0.66088222
chb05_chb05_13_83	3	chb05	-1848	-0.21060046	-0.05530560	-0.03576093	-0.15386640	-0.42126195	-0.30290694	0.12801578	-0.08914205	-0.17647052	-0.14917712	-0.03576093	-0.20322940	-0.38660256	-0.29010717	0.12801578	-0.02095803	-0.14234057	-0.25584930	-0.02982612	-0.21968374	-0.31728378	-0.29864035	0.15879038	0.02624630	-0.06839237	-0.36678836	-0.01795650	-0.21419896	-0.23311098	-0.31144012	0.23059777	0.06820570	-0.09114566	-0.46065988	-0.07730461	-0.20871418	-0.18854891	-0.35410602	0.26137237	0.02624630	-0.13665225	-0.53319696	-0.16632676	-0.19774463	-0.16874355	-0.43517122	0.26137237	-0.02620295	-0.15940554	-0.56306517	-0.18413119	-0.29098585	-0.13408416	-0.51196983	0.28188877	-0.07865220	-0.21060046	-0.58013272	-0.11291347	-0.39519664	-0.10932746	-0.61436798	0.34343796	-0.16781593
chb05_chb05_13_84	3	chb05	-1798	-0.12527560	-1.01962210	-0.67078562	-0.35680319	-0.36679719	-0.72956589	-0.05663180	-1.23253570	-0.16509387	-1.00682144	-0.62330714	-0.37874230	-0.36184585	-0.72103271	-0.10792280	-1.14861690	-0.15371722	-0.95135190	-0.56989385	-0.34034886	-0.34699183	-0.69116659	-0.15921380	-1.00175900	-0.13665225	-0.90014926	-0.46900208	-0.30744019	-0.35194317	-0.65276728	-0.23102119	-0.83392140	-0.16509387	-0.85748039	-0.44526284	-0.29647063	-0.38660256	-0.62716774	-0.39515237	-0.71328813	-0.22197710	-0.78494330	-0.43339322	-0.30195541	-0.38165122	-0.58876844	-0.50799256	-0.65559395	-0.26748369	-0.70813934	-0.37404512	-0.28001630	-0.37669988	-0.52050301	-0.60031636	-0.56643023	-0.26748369	-0.67827113	-0.30876220	-0.23065329	-0.37669988	-0.46930393	-0.64134915	-0.51398098
chb05_chb05_13_85	3	chb05	-1748	0.17620555	0.37138312	0.01765236	-0.02771651	0.07387217	0.34561466	-0.08227730	0.40912582	0.14207561	0.44818709	-0.00608688	-0.01126217	0.05406680	0.33281489	-0.07201910	0.37765627	0.13638729	0.50792351	0.04732641	0.03261605	0.03921278	0.33281489	0.03569199	0.36192150	0.16482891	0.53352483	0.18382704	0.07649428	0.01445607	0.34561466	0.11775758	0.39339105	0.21602382	0.50792351	0.24317514	0.10391817	-0.02515466	0.34561466	0.12288668	0.39863597	0.29566035	0.46098775	0.29065363	0.10940294	-0.02020331	0.34561466	0.15366128	0.36716642	0.39236185	0.46525464	0.33813211	0.08746383	0.00950473	0.37974738	0.19469407	0.28324762	0.43218012	0.43538643	0.32626249	0.06003994	-0.00039795	0.38401397	0.12288668	0.18883897
chb05_chb05_13_86	3	chb05	-1698	-0.26179537	-0.34545393	-0.50461094	-0.68040509	0.53929823	-0.72103271	0.20495227	-0.69230843	-0.34143190	-0.34118704	-0.52835018	-0.64749643	0.47493080	-0.74663225	0.13314488	-0.69755335	-0.38693849	-0.35398770	-0.55802423	-0.55425520	0.45017409	-0.75089884	0.07159568	-0.60838963	-0.39262682	-0.31131883	-0.54615461	-0.48843786	0.43036873	-0.69543318	-0.01046991	-0.44579695	-0.46657502	-0.28571751	-0.52835018	-0.42810530	0.33629325	-0.66556705	-0.12331010	-0.31991875	-0.46088670	-0.26864996	-0.47493689	-0.38971186	0.28677984	-0.60583480	-0.10279370	-0.26222458	-0.38125017	-0.20037976	-0.32656663	-0.38971186	0.27192581	-0.45650416	-0.03098631	-0.17830578	-0.29023699	-0.11930891	-0.25534891	-0.36228797	0.23231508	-0.27304082	-0.01559901	-0.05767250
chb05_chb05_13_87	3	chb05	-1648	-0.23335375	0.35004868	0.13634856	-0.58716387	-0.38165122	-0.06397793	-0.18485929	0.02100137	-0.30161364	0.33298113	0.14228337	-0.63104209	-0.48067804	-0.05544475	-0.17460109	-0.00522325	-0.34143190	0.35004868	0.13041375	-0.62007254	-0.54999682	0.00002091	-0.16947199	-0.01571310	-0.33574358	0.37138312	0.17195742	-0.61458776	-0.57475352	0.10668565	-0.13356830	-0.00522325	-0.41538011	0.33724802	0.09480489	-0.65846598	-0.64902364	0.17921767	-0.22589209	-0.02620295	-0.47226335	0.32444736	-0.03576093	-0.67492032	-0.66387766	0.26454946	-0.33360318	-0.07865220	-0.47226335	0.32444736	-0.00015207	-0.69137465	-0.65892632	0.39681374	-0.28231218	-0.09438698	-0.50070497	0.30737981	0.04139160	-0.77364632	-0.69358571	0.48641211	-0.27718308	-0.10487683
chb05_chb05_13_88	3	chb05	-1598	0.50612833	1.17355791	0.81291692	0.10940294	-0.25786769	0.85760540	0.36908346	0.27800270	0.59145318	1.10955460	0.78917768	0.06003994	-0.16379221	0.86613858	0.37934166	0.25702300	0.67677804	1.04555129	0.75950363	0.03810083	-0.04496002	0.87467176	0.45114905	0.24128822	0.70521966	0.97301421	0.76543844	-0.01674695	0.00455339	0.87893835	0.51269825	0.23079837	0.71659631	0.86634203	0.72982958	-0.09901862	0.06396948	0.83200586	0.53834374	0.20457375	0.73366128	0.74260230	0.65861186	-0.13741207	0.16794765	0.78080679	0.57424744	0.22555345	0.76779122	0.65726456	0.61706819	-0.15935118	0.31648788	0.73387431	0.64092574	0.25177807	0.76210289	0.56765993	0.53398084	-0.21968374	0.44522275	0.65280910	0.64605483	0.26226792
chb05_chb05_13_89	3	chb05	-1548	0.54025827	0.87487580	-0.03576093	0.18618984	-0.24796501	-0.20050879	-0.28231218	-0.23075503	0.56869989	0.94314600	-0.07136980	0.15876595	-0.27767305	-0.22184174	-0.29769948	-0.28844920	0.56869989	1.01994997	-0.07730461	0.12585728	-0.29252708	-0.26024105	-0.27718308	-0.33565353	0.59714151	1.08395327	-0.10104385	0.11488772	-0.26281903	-0.25597446	-0.28744128	-0.36712308	0.61989480	1.08395327	-0.10104385	0.08746383	-0.26281903	-0.26024105	-0.26179579	-0.41432740	0.61420648	1.04981818	-0.07136980	0.08746383	-0.25291635	-0.25170787	-0.17460109	-0.46153173	0.65971307	0.99434864	-0.04763055	0.14231161	-0.17369489	-0.22610833	-0.09253550	-0.44055203	0.65971307	0.90901090	-0.05356536	0.14231161	-0.15884087	-0.20477538	-0.10279370	-0.39859263
chb05_chb05_13_90	3	chb05	-1498	-0.84769271	0.43111954	0.17195742	-0.02223173	-0.75795314	-0.83623063	-0.41566877	-0.23075503	-0.98990080	0.53352483	0.13634856	0.00519216	-0.87678533	-0.76796520	-0.46183067	-0.18879563	-1.00696577	0.67006522	0.08293527	0.06003994	-0.90154204	-0.65703387	-0.47208887	-0.13110145	-0.95577086	0.80233872	0.08887008	0.10940294	-0.87678533	-0.50343665	-0.47208887	-0.03144788	-0.92732924	0.88340958	0.07700046	0.12037250	-0.84707728	-0.38823873	-0.47721797	0.01575645	-0.83631606	0.95594666	0.10667451	0.13682683	-0.76290449	-0.26024105	-0.45670157	0.05771585	-0.79649780	1.00714931	0.19569666	0.20264417	-0.71339107	-0.08957747	-0.37976508	0.15212450	-0.75099121	1.04555129	0.30845806	0.24103762	-0.67378034	0.03415363	-0.28231218	0.22030852
chb05_chb05_13_91	3	chb05	-1448	-0.93870589	-0.97695323	0.49243717	-0.06062518	-0.58465620	-0.72956589	0.24085597	-0.60314470	-0.97283583	-1.00682144	0.40341502	-0.08256429	-0.61931559	-0.77223179	0.17930678	-0.64510410	-0.96714751	-0.98975389	0.33813211	-0.11547296	-0.61436425	-0.74236566	0.11775758	-0.61887948	-0.96145919	-0.93001747	0.38561059	-0.14838162	-0.66882900	-0.63570092	0.09724118	-0.55594038	-0.97283583	-0.85748039	0.37967578	-0.17580551	-0.72329376	-0.55463572	0.02543379	-0.52447083	-0.95577086	-0.78067642	0.35000173	-0.11547296	-0.71834241	-0.48637029	-0.01046991	-0.48251143	-0.87044601	-0.70813934	0.37967578	-0.03868606	-0.68368303	-0.40957168	-0.02585721	-0.40383755	-0.77943283	-0.68253801	0.33813211	0.04358561	-0.66882900	-0.38823873	-0.09253550	-0.31991875
chb05_chb05_13_92	3	chb05	-1398	0.06812740	-0.13637645	-0.16039195	-0.17032074	0.12833692	0.23468333	-0.49773437	0.26226792	-0.01719745	-0.17477844	-0.20193562	-0.20322940	0.06396948	0.20908380	-0.54389626	0.27275777	-0.05132739	-0.22171420	-0.24347929	-0.17032074	0.05406680	0.20055062	-0.52850896	0.30947225	-0.07976901	-0.26438307	-0.21974005	-0.16483596	0.03921278	0.19628403	-0.48747617	0.35143165	-0.14802890	-0.29851817	-0.26128372	-0.18677507	0.01940741	0.15788472	-0.45157247	0.30947225	-0.18784716	-0.31131883	-0.16632676	-0.19225985	0.02931010	0.15788472	-0.29257038	0.24128822	-0.23335375	-0.29425128	-0.01795650	-0.23065329	0.00455339	0.17921767	-0.18998839	0.23079837	-0.28454867	-0.27718373	0.06513084	-0.25807719	-0.04496002	0.17495108	-0.18998839	0.18359405
chb05_chb05_13_93	3	chb05	-1348	0.38098521	0.23484273	0.13041375	0.09843339	-0.15388953	0.14081837	-0.13356830	-0.01046818	0.32410197	0.17510631	0.07106565	0.05455516	-0.16379221	0.13228519	-0.17460109	-0.03669280	0.25584209	0.18364008	0.07106565	0.00519216	-0.16874355	0.20055062	-0.21050479	-0.00522325	0.24446544	0.19644074	0.08887008	-0.00029262	-0.13408416	0.29014900	-0.21563389	0.04198107	0.18758220	0.18790697	0.08293527	0.00519216	-0.12418148	0.31148195	-0.19511749	0.08918540	0.18189388	0.17510631	0.02358717	0.00519216	-0.04991136	0.31574853	-0.15408470	0.09443032	0.24446544	0.16657253	-0.00015207	0.01616172	0.06396948	0.29014900	-0.09766460	0.14687957	0.23877711	0.14523810	-0.02389131	-0.01674695	0.11843424	0.22615016	-0.05663180	0.14687957
chb05_chb05_13_94	3	chb05	-1298	0.43786844	-0.18757910	-0.37404512	-0.09353384	0.41551471	0.11095224	0.14340308	-0.10487683	0.39236185	-0.20464665	-0.40371917	-0.09901862	0.34124459	0.09388588	0.05107929	-0.10487683	0.43218012	-0.17051155	-0.40965398	-0.07707951	0.33629325	0.11948542	-0.02072811	-0.11536668	0.42080347	-0.09797447	-0.38591474	-0.06610995	0.24221777	0.12801860	-0.05663180	-0.18355070	0.33547862	-0.02117050	-0.45713246	-0.00029262	0.14319094	0.08535270	-0.15921380	-0.24648980	0.28428370	0.06843413	-0.52241537	0.05455516	0.05901814	0.06828634	-0.27205399	-0.28844920	0.27859538	0.19217386	-0.48087170	0.07649428	0.00455339	0.05975316	-0.36950688	-0.28320428	0.24446544	0.27751160	-0.43339322	0.02164650	-0.07466807	0.02562045	-0.50286347	-0.27795935
chb05_chb05_13_95	3	chb05	-1248	0.06243908	-0.50759564	-0.21380524	-0.38422708	0.31648788	-0.23890810	-0.23615029	-0.48775635	0.03399746	-0.55453140	-0.30282739	-0.37874230	0.27687715	-0.28584058	-0.22589209	-0.61363455	0.10225735	-0.57586583	-0.33843625	-0.35131841	0.31648788	-0.31997330	-0.15921380	-0.67657365	0.15914058	-0.59293338	-0.32063182	-0.31840974	0.34619593	-0.36263920	-0.08227730	-0.70804320	0.18189388	-0.58866649	-0.30876220	-0.26356196	0.34619593	-0.40530509	-0.02072811	-0.68181858	0.21033550	-0.57159895	-0.26721853	-0.23613807	0.35609861	-0.39677191	0.02543379	-0.61363455	0.20464717	-0.56306517	-0.23754448	-0.29098585	0.32143922	-0.34557284	0.04595019	-0.52447083	0.11363399	-0.55026451	-0.24941410	-0.33486408	0.23231508	-0.29010717	0.03056289	-0.44055203
chb05_chb05_13_96	3	chb05	-1198	-0.23335375	-1.42924327	-0.65298119	-0.28550108	-0.00534929	-1.34395478	-0.67212375	-0.47726650	-0.21628878	-1.42070949	-0.71826411	-0.23065329	0.10358021	-1.25862299	-0.64134915	-0.35663323	-0.18215884	-1.36950685	-0.64704638	-0.17032074	0.23726642	-1.15195825	-0.45157247	-0.24124488	-0.18215884	-1.33110486	-0.49867613	-0.08804907	0.30658520	-1.07089305	-0.25153759	-0.14683623	-0.21060046	-1.28843599	-0.39778436	-0.02223173	0.34124459	-1.08795941	-0.09766460	-0.09963190	-0.19353549	-1.26710155	-0.37997993	-0.00577739	0.43532007	-1.14342507	0.02030469	-0.13110145	-0.14802890	-1.27136844	-0.40371917	-0.01126217	0.57395762	-1.25008981	0.11775758	-0.27271443	-0.11389895	-1.31830420	-0.53428499	-0.09901862	0.70764383	-1.41222021	0.12288668	-0.52447083
chb05_chb05_13_97	3	chb05	-1148	-0.31299028	0.07696790	0.93754794	0.60851775	-0.35194317	0.05121999	1.01535000	0.05247092	-0.46657502	0.23910962	0.91974351	0.53173085	-0.25786769	0.09815247	1.11280289	0.12589987	-0.58034150	0.16657253	0.89600427	0.46591352	-0.14893818	0.16215131	1.24615948	0.19932882	-0.68841965	0.09403545	0.84852578	0.38912662	-0.07466807	0.17495108	1.32822508	0.23604330	-0.87044601	0.04709969	0.72389477	0.26297673	-0.08952209	0.12801860	1.43593617	0.07345062	-1.01265410	-0.02117050	0.59332895	0.08746383	-0.07961941	0.05975316	1.53338906	-0.12585653	-1.13210890	-0.03397116	0.51024160	-0.11547296	-0.08952209	-0.00851227	1.58468005	-0.34614338	-1.22881040	-0.01690361	0.46276312	-0.36777275	-0.10437611	-0.12371018	1.60006735	-0.61363455
chb05_chb05_13_98	3	chb05	-1098	-0.37556184	-0.72520688	-0.04763055	-0.46101397	0.41056336	0.32854830	0.88199341	-0.81294170	-0.47795167	-0.99402078	-0.09510904	-0.31840974	0.25212045	0.32854830	0.54347284	-0.42481725	-0.53483491	-1.13482805	-0.19006600	-0.17580551	0.21250972	0.34988125	0.22546867	0.04722600	-0.41538011	-1.16469626	-0.26721853	-0.04417084	0.27687715	0.43094645	-0.06176090	0.56647357	-0.23335375	-1.14762871	-0.23160967	0.07649428	0.29173118	0.53761119	-0.20024659	0.96508787	0.05106243	-1.07935852	-0.13071790	0.22458328	0.34124459	0.69974159	-0.26179579	1.30076307	0.36392024	-1.04095653	-0.01795650	0.31782451	0.32639056	0.82347268	-0.32334498	1.51056007	0.51750498	-1.08789229	0.01171755	0.46042874	0.12833692	0.88747153	-0.49260527	1.56300932
