id	ontology	iri	label
2667	mouse	http://mouse.owl#MA_0002689	large intestine muscularis mucosa
2668	mouse	http://mouse.owl#MA_0002690	large intestine submucosa
2669	mouse	http://mouse.owl#MA_0002691	esophagus wall
2670	mouse	http://mouse.owl#MA_0002692	stomach wall
2671	mouse	http://mouse.owl#MA_0002693	intestine wall
2672	mouse	http://mouse.owl#MA_0002694	intestine muscularis mucosa
2673	mouse	http://mouse.owl#MA_0002695	large intestine wall
2674	mouse	http://mouse.owl#MA_0002696	small intestine wall
2675	mouse	http://mouse.owl#MA_0002697	parotid duct
2676	mouse	http://mouse.owl#MA_0002698	submandibular duct
2677	mouse	http://mouse.owl#MA_0002699	sublingual duct
2678	mouse	http://mouse.owl#MA_0002700	anterior buccal gland
2679	mouse	http://mouse.owl#MA_0002701	anterior lingual gland
2680	mouse	http://mouse.owl#MA_0002702	eyelash
2681	mouse	http://mouse.owl#MA_0002703	nail
2682	mouse	http://mouse.owl#MA_0002704	cuticle
2683	mouse	http://mouse.owl#MA_0002705	hyponychium
2684	mouse	http://mouse.owl#MA_0002706	nail bed
2685	mouse	http://mouse.owl#MA_0002707	nail matrix
2686	mouse	http://mouse.owl#MA_0002708	nail plate
2687	mouse	http://mouse.owl#MA_0002709	proximal nail bed
2688	mouse	http://mouse.owl#MA_0002710	skin muscle
2689	mouse	http://mouse.owl#MA_0002711	immune system
2690	mouse	http://mouse.owl#MA_0002712	barrel cortex
2691	mouse	http://mouse.owl#MA_0002713	testis interstitial tissue
2692	mouse	http://mouse.owl#MA_0002714	autopod
2693	mouse	http://mouse.owl#MA_0002715	autopod joint
2694	mouse	http://mouse.owl#MA_0002716	zeugopod
2695	mouse	http://mouse.owl#MA_0002717	stylopod
2696	mouse	http://mouse.owl#MA_0002718	vascular system
2697	mouse	http://mouse.owl#MA_0002719	arterial system
2698	mouse	http://mouse.owl#MA_0002720	venous system
2699	mouse	http://mouse.owl#MA_0002721	intercerebral commissure
2700	mouse	http://mouse.owl#MA_0002722	anterior commissure
2701	mouse	http://mouse.owl#MA_0002723	hippocampal commissure
2702	mouse	http://mouse.owl#MA_0002724	esophagus submucosa
2703	mouse	http://mouse.owl#MA_0002725	pharynx epithelium
2704	mouse	http://mouse.owl#MA_0002726	glans penis
2705	mouse	http://mouse.owl#MA_0002727	penis skin
2706	mouse	http://mouse.owl#MA_0002728	larynx submucosa
2707	mouse	http://mouse.owl#MA_0002729	larynx submucosa gland
2708	mouse	http://mouse.owl#MA_0002730	renal papilla
2709	mouse	http://mouse.owl#MA_0002731	endometrium epithelium
2710	mouse	http://mouse.owl#MA_0002732	endometrium glandular epithelium
2711	mouse	http://mouse.owl#MA_0002733	endometrium luminal epithelium
2712	mouse	http://mouse.owl#MA_0002734	endometrium stroma
2713	mouse	http://mouse.owl#MA_0002735	myometrium inner circular layer
2714	mouse	http://mouse.owl#MA_0002736	myometrium outer longitudinal layer
2715	mouse	http://mouse.owl#MA_0002737	vagina stroma
2716	mouse	http://mouse.owl#MA_0002738	fibrous pericardium
2717	mouse	http://mouse.owl#MA_0002739	serous pericardium
2718	mouse	http://mouse.owl#MA_0002740	trigeminal V principal sensory nucleus
2719	mouse	http://mouse.owl#MA_0002741	brainstem white matter
2720	mouse	http://mouse.owl#MA_0002742	cerebellar peduncle
2721	mouse	http://mouse.owl#MA_0002743	posterior commissure
2722	mouse	http://mouse.owl#MA_0002744	inferior cerebellar peduncle
2723	mouse	http://mouse.owl#MA_0002745	middle cerebellar peduncle
2724	mouse	http://mouse.owl#MA_0002746	superior cerebellar peduncle
2725	mouse	http://mouse.owl#MA_0002747	fornix
2726	mouse	http://mouse.owl#MA_0002748	internal capsule
2727	mouse	http://mouse.owl#MA_0002749	spinal cord dorsal column
2728	mouse	http://mouse.owl#MA_0002750	spinal cord lateral column
2729	mouse	http://mouse.owl#MA_0002751	spinal cord ventral column
2730	mouse	http://mouse.owl#MA_0002752	nucleus approprius
2731	mouse	http://mouse.owl#MA_0002753	spinal cord intermediolateral nucleus
2732	mouse	http://mouse.owl#MA_0002754	neocortex
2733	mouse	http://mouse.owl#MA_0002755	lateral cervical nucleus
2734	mouse	http://mouse.owl#MA_0002756	lateral spinal nucleus
2735	mouse	http://mouse.owl#MA_0002757	periolivary nucleus
2736	mouse	http://mouse.owl#MA_0002758	levator auris longus
2737	mouse	http://www.geneontology.org/formats/oboInOwl#DbXref	
2738	mouse	http://www.geneontology.org/formats/oboInOwl#Definition	
2739	mouse	http://www.geneontology.org/formats/oboInOwl#ObsoleteClass	
2740	mouse	http://www.geneontology.org/formats/oboInOwl#Subset	
2741	mouse	http://www.geneontology.org/formats/oboInOwl#Synonym	
2742	mouse	http://www.geneontology.org/formats/oboInOwl#SynonymType	
2743	mouse	http://www.w3.org/2002/07/owl#Thing	
0	human	http://human.owl#NCI_C12219	Anatomic_Structure_System_or_Substance
1	human	http://human.owl#NCI_C12220	Lip
2	human	http://human.owl#NCI_C12221	External_Upper_Lip
3	human	http://human.owl#NCI_C12222	External_Lower_Lip
4	human	http://human.owl#NCI_C12223	External_Lip
5	human	http://human.owl#NCI_C12224	Mucosa_of_the_Upper_Lip
6	human	http://human.owl#NCI_C12225	Mucosa_of_the_Lower_Lip
7	human	http://human.owl#NCI_C12226	Mucosa_of_the_Lip
8	human	http://human.owl#NCI_C12227	Commissure_of_the_Lip
9	human	http://human.owl#NCI_C12228	Base_of_the_Tongue
10	human	http://human.owl#NCI_C12229	Palate
11	human	http://human.owl#NCI_C12230	Hard_Palate
12	human	http://human.owl#NCI_C12231	Soft_Palate
13	human	http://human.owl#NCI_C12232	Uvula
14	human	http://human.owl#NCI_C12233	Submandibular_Gland
15	human	http://human.owl#NCI_C12234	Sublingual_Salivary_Gland
16	human	http://human.owl#NCI_C12235	Tonsillar_Fossa
17	human	http://human.owl#NCI_C12236	Tonsillar_Pillar
18	human	http://human.owl#NCI_C12237	Vallecula
19	human	http://human.owl#NCI_C12238	Anterior_Surface_of_the_Epiglottis
20	human	http://human.owl#NCI_C12239	Lateral_Wall_of_the_Oropharynx
21	human	http://human.owl#NCI_C12240	Posterior_Wall_of_the_Oropharynx
22	human	http://human.owl#NCI_C12242	Superior_Wall_of_the_Nasopharynx
23	human	http://human.owl#NCI_C12243	Posterior_Wall_of_the_Nasopharynx
24	human	http://human.owl#NCI_C12244	Lateral_Wall_of_the_Nasopharynx
25	human	http://human.owl#NCI_C12245	Anterior_Wall_of_the_Nasopharynx
26	human	http://human.owl#NCI_C12246	Hypopharynx
27	human	http://human.owl#NCI_C12249	Posterior_Wall_of_the_Hypopharynx
28	human	http://human.owl#NCI_C12250	Cervical_Esophagus
29	human	http://human.owl#NCI_C12251	Thoracic_Esophagus
30	human	http://human.owl#NCI_C12252	Abdominal_Esophagus
31	human	http://human.owl#NCI_C12253	Upper_Third_of_the_Esophagus
32	human	http://human.owl#NCI_C12254	Middle_Third_of_the_Esophagus
33	human	http://human.owl#NCI_C12255	Lower_Third_of_the_Esophagus
34	human	http://human.owl#NCI_C12256	Cardia
35	human	http://human.owl#NCI_C12257	Fundus_of_the_Stomach
36	human	http://human.owl#NCI_C12258	Body_of_Stomach
37	human	http://human.owl#NCI_C12259	Antrum_Pylori
38	human	http://human.owl#NCI_C12260	Pylorus
39	human	http://human.owl#NCI_C12261	Lesser_Curvature
40	human	http://human.owl#NCI_C12262	Greater_Curvature
41	human	http://human.owl#NCI_C12263	Duodenum
42	human	http://human.owl#NCI_C12265	Ascending_Colon
43	human	http://human.owl#NCI_C12266	Hepatic_Flexure
44	human	http://human.owl#NCI_C12267	Splenic_Flexure
45	human	http://human.owl#NCI_C12268	Descending_Colon
46	human	http://human.owl#NCI_C12269	Head_of_the_Pancreas
47	human	http://human.owl#NCI_C12270	Body_of_the_Pancreas
48	human	http://human.owl#NCI_C12271	Tail_of_the_Pancreas
49	human	http://human.owl#NCI_C12272	Pancreatic_Duct
50	human	http://human.owl#NCI_C12273	Other_Specified_Parts_of_Pancreas
51	human	http://human.owl#NCI_C12274	Middle_Ear
52	human	http://human.owl#NCI_C12275	Maxillary_Sinus
53	human	http://human.owl#NCI_C12276	Ethmoid_Sinus
54	human	http://human.owl#NCI_C12277	Frontal_Sinus
55	human	http://human.owl#NCI_C12278	Sphenoid_Sinus
56	human	http://human.owl#NCI_C12279	Supraglottis
57	human	http://human.owl#NCI_C12280	Subglottis
58	human	http://human.owl#NCI_C12281	Laryngeal_Cartilage
59	human	http://human.owl#NCI_C12284	Main_Bronchus
60	human	http://human.owl#NCI_C12285	Lung_Upper_Lobe
61	human	http://human.owl#NCI_C12286	Middle_Lobe_of_the_Right_Lung
62	human	http://human.owl#NCI_C12287	Lung_Lower_Lobe
63	human	http://human.owl#NCI_C12290	Mandible
64	human	http://human.owl#NCI_C12291	Skin_of_the_Lip
65	human	http://human.owl#NCI_C12292	External_Ear
66	human	http://human.owl#NCI_C12293	Skin_of_Other_and_Unspecified_Parts_of_Face
67	human	http://human.owl#NCI_C12294	Skin_of_the_Scalp_and_Neck
68	human	http://human.owl#NCI_C12295	Skin_of_the_Trunk
69	human	http://human.owl#NCI_C12296	Skin_of_the_Upper_Limb_and_Shoulder
70	human	http://human.owl#NCI_C12297	Skin_of_the_Lower_Limb_and_Hip
71	human	http://human.owl#NCI_C12298	Retroperitoneum
72	human	http://human.owl#NCI_C12299	Nipple
73	human	http://human.owl#NCI_C12300	Central_Portion_of_the_Breast
74	human	http://human.owl#NCI_C12301	Upper-inner_Quadrant_of_the_Breast
75	human	http://human.owl#NCI_C12302	Lower-inner_Quadrant_of_the_Breast
76	human	http://human.owl#NCI_C12303	Upper-outer_Quadrant_of_the_Breast
77	human	http://human.owl#NCI_C12304	Lower-outer_Quadrant_of_the_Breast
78	human	http://human.owl#NCI_C12305	Axillary_Tail_of_the_Breast
79	human	http://human.owl#NCI_C12306	Labium_Majus
80	human	http://human.owl#NCI_C12307	Labium_Minus
81	human	http://human.owl#NCI_C12308	Clitoris
82	human	http://human.owl#NCI_C12309	Endocervix
83	human	http://human.owl#NCI_C12310	Ectocervix
84	human	http://human.owl#NCI_C12311	Cervix
85	human	http://human.owl#NCI_C12312	Isthmus_Uteri
86	human	http://human.owl#NCI_C12313	Endometrium
87	human	http://human.owl#NCI_C12314	Myometrium
88	human	http://human.owl#NCI_C12315	Fundus_Uteri
89	human	http://human.owl#NCI_C12316	Corpus_Uteri
90	human	http://human.owl#NCI_C12318	Broad_Ligament
91	human	http://human.owl#NCI_C12319	Round_Ligament
92	human	http://human.owl#NCI_C12320	Parametrium
93	human	http://human.owl#NCI_C12321	Appendage_of_the_Uterus
94	human	http://human.owl#NCI_C12323	Prepuce
95	human	http://human.owl#NCI_C12324	Glans_Penis
96	human	http://human.owl#NCI_C12325	Body_of_the_Penis
97	human	http://human.owl#NCI_C12328	Epididymis
98	human	http://human.owl#NCI_C12329	Spermatic_Cord
99	human	http://human.owl#NCI_C12331	Bladder_Trigone
100	human	http://human.owl#NCI_C12332	Dome_of_the_Bladder
101	human	http://human.owl#NCI_C12333	Lateral_Wall_of_the_Bladder
102	human	http://human.owl#NCI_C12334	Anterior_Wall_of_the_Bladder
103	human	http://human.owl#NCI_C12335	Posterior_Wall_of_the_Bladder
104	human	http://human.owl#NCI_C12336	Bladder_Neck
105	human	http://human.owl#NCI_C12337	Ureteric_Orifice
106	human	http://human.owl#NCI_C12339	Paraurethral_Gland
107	human	http://human.owl#NCI_C12341	Conjunctiva
108	human	http://human.owl#NCI_C12342	Cornea
109	human	http://human.owl#NCI_C12343	Retina
110	human	http://human.owl#NCI_C12344	Choroid
111	human	http://human.owl#NCI_C12345	Ciliary_Body
112	human	http://human.owl#NCI_C12346	Lacrimal_Gland
113	human	http://human.owl#NCI_C12347	Orbit
114	human	http://human.owl#NCI_C12348	Meninges
115	human	http://human.owl#NCI_C12349	Cerebral_Meninges
116	human	http://human.owl#NCI_C12350	Spinal_Meninges
117	human	http://human.owl#NCI_C12351	Cerebral_Hemisphere
118	human	http://human.owl#NCI_C12352	Frontal_Lobe
119	human	http://human.owl#NCI_C12353	Temporal_Lobe
120	human	http://human.owl#NCI_C12354	Parietal_Lobe_of_the_Brain
121	human	http://human.owl#NCI_C12355	Occipital_Lobe
122	human	http://human.owl#NCI_C12356	Ventricle_Brain
123	human	http://human.owl#NCI_C12357	Craniopharyngeal_Duct
124	human	http://human.owl#NCI_C12358	Head_and_Neck_Lymph_Node
125	human	http://human.owl#NCI_C12359	Intrathoracic_Lymph_Node
126	human	http://human.owl#NCI_C12360	Intra-abdominal_Lymph_Node
127	human	http://human.owl#NCI_C12362	Lymph_Node_of_Inguinal_Region_or_Leg
128	human	http://human.owl#NCI_C12363	Pelvic_Lymph_Node
129	human	http://human.owl#NCI_C12366	Bone
130	human	http://human.owl#NCI_C12367	Mammary_Gland
131	human	http://human.owl#NCI_C12368	Areola
132	human	http://human.owl#NCI_C12369	Breast_Fat_Pad
133	human	http://human.owl#NCI_C12370	Mammary_Gland_Tissue
134	human	http://human.owl#NCI_C12371	Myocardium
135	human	http://human.owl#NCI_C12372	Artery
136	human	http://human.owl#NCI_C12373	Cartilage
137	human	http://human.owl#NCI_C12374	Connective_Tissue
138	human	http://human.owl#NCI_C12375	Anal_Canal
139	human	http://human.owl#NCI_C12376	Bile_Duct
140	human	http://human.owl#NCI_C12377	Gallbladder
141	human	http://human.owl#NCI_C12378	Gastrointestinal_System
142	human	http://human.owl#NCI_C12379	Large_Intestine
143	human	http://human.owl#NCI_C12380	Vermiform_Appendix
144	human	http://human.owl#NCI_C12381	Cecum
145	human	http://human.owl#NCI_C12382	Colon
146	human	http://human.owl#NCI_C12383	Right_Colon
147	human	http://human.owl#NCI_C12384	Sigmoid_Colon
148	human	http://human.owl#NCI_C12385	Transverse_Colon
149	human	http://human.owl#NCI_C12386	Small_Intestine
150	human	http://human.owl#NCI_C12387	Ileum
151	human	http://human.owl#NCI_C12388	Jejunum
152	human	http://human.owl#NCI_C12389	Esophagus
153	human	http://human.owl#NCI_C12390	Rectum
154	human	http://human.owl#NCI_C12391	Stomach
155	human	http://human.owl#NCI_C12392	Liver
156	human	http://human.owl#NCI_C12393	Pancreas
157	human	http://human.owl#NCI_C12394	Ear
158	human	http://human.owl#NCI_C12395	Cochlea
159	human	http://human.owl#NCI_C12396	Adrenal_Cortex
160	human	http://human.owl#NCI_C12397	Adrenal_Medulla
161	human	http://human.owl#NCI_C12398	Pineal_Gland
162	human	http://human.owl#NCI_C12399	Pituitary_Gland
163	human	http://human.owl#NCI_C12400	Thyroid_Gland
164	human	http://human.owl#NCI_C12401	Eye
165	human	http://human.owl#NCI_C12402	Female_Reproductive_System
166	human	http://human.owl#NCI_C12403	Fallopian_Tube
167	human	http://human.owl#NCI_C12404	Ovary
168	human	http://human.owl#NCI_C12405	Uterus
169	human	http://human.owl#NCI_C12406	Pregnant_Uterus
170	human	http://human.owl#NCI_C12407	Vagina
171	human	http://human.owl#NCI_C12408	Vulva
172	human	http://human.owl#NCI_C12409	Penis
173	human	http://human.owl#NCI_C12410	Prostate_Gland
174	human	http://human.owl#NCI_C12411	Prostate_MF
175	human	http://human.owl#NCI_C12412	Testis
176	human	http://human.owl#NCI_C12413	Urinary_System
177	human	http://human.owl#NCI_C12414	Bladder
178	human	http://human.owl#NCI_C12415	Kidney
179	human	http://human.owl#NCI_C12416	Ureter
180	human	http://human.owl#NCI_C12417	Urethra
181	human	http://human.owl#NCI_C12418	Head_and_Neck
182	human	http://human.owl#NCI_C12419	Head
183	human	http://human.owl#NCI_C12420	Larynx
184	human	http://human.owl#NCI_C12421	Oral_Cavity
185	human	http://human.owl#NCI_C12422	Tongue
186	human	http://human.owl#NCI_C12423	Nasopharynx
187	human	http://human.owl#NCI_C12424	Nasal_Cavity
188	human	http://human.owl#NCI_C12425	Pharynx
189	human	http://human.owl#NCI_C12426	Salivary_Gland
190	human	http://human.owl#NCI_C12427	Parotid_Gland
191	human	http://human.owl#NCI_C12428	Trachea
192	human	http://human.owl#NCI_C12429	Limb
193	human	http://human.owl#NCI_C12431	Bone_Marrow
194	human	http://human.owl#NCI_C12432	Spleen
195	human	http://human.owl#NCI_C12433	Thymus_Gland
196	human	http://human.owl#NCI_C12434	Blood
197	human	http://human.owl#NCI_C12435	Muscle_Tissue
198	human	http://human.owl#NCI_C12436	Striated_Muscle_Tissue
199	human	http://human.owl#NCI_C12437	Smooth_Muscle_Tissue
200	human	http://human.owl#NCI_C12438	Central_Nervous_System
201	human	http://human.owl#NCI_C12439	Brain
202	human	http://human.owl#NCI_C12440	Amygdala
203	human	http://human.owl#NCI_C12441	Brain_Stem
204	human	http://human.owl#NCI_C12442	Medulla_Oblongata
205	human	http://human.owl#NCI_C12443	Cortex
206	human	http://human.owl#NCI_C12444	Hippocampus
207	human	http://human.owl#NCI_C12445	Cerebellum
208	human	http://human.owl#NCI_C12446	Corpus_Callosum
209	human	http://human.owl#NCI_C12447	Basal_Ganglia
210	human	http://human.owl#NCI_C12448	Corpus_Striatum
211	human	http://human.owl#NCI_C12449	Globus_Pallidus
212	human	http://human.owl#NCI_C12451	Caudate_Nucleus
213	human	http://human.owl#NCI_C12452	Putamen
214	human	http://human.owl#NCI_C12453	Substantia_Nigra
215	human	http://human.owl#NCI_C12454	Subthalamic_Nucleus
216	human	http://human.owl#NCI_C12455	Prosencephalon
217	human	http://human.owl#NCI_C12456	Diencephalon
218	human	http://human.owl#NCI_C12457	Epithalamus
219	human	http://human.owl#NCI_C12458	Hypothalamus
220	human	http://human.owl#NCI_C12459	Thalamus
221	human	http://human.owl#NCI_C12460	Tectum_Mesencephali
222	human	http://human.owl#NCI_C12461	Corpora_Quadrigemina
223	human	http://human.owl#NCI_C12462	Dorsal_Root_Ganglion
224	human	http://human.owl#NCI_C12464	Spinal_Cord
225	human	http://human.owl#NCI_C12465	Peripheral_Nervous_System
226	human	http://human.owl#NCI_C12466	Nerve
227	human	http://human.owl#NCI_C12467	Sympathetic_Ganglion
228	human	http://human.owl#NCI_C12468	Lung
229	human	http://human.owl#NCI_C12469	Pleural_Tissue
230	human	http://human.owl#NCI_C12470	Skin
231	human	http://human.owl#NCI_C12471	Soft_Tissue
232	human	http://human.owl#NCI_C12472	Adipose_Tissue
233	human	http://human.owl#NCI_C12473	Synovial_Membrane
234	human	http://human.owl#NCI_C12474	B-Lymphocyte
235	human	http://human.owl#NCI_C12475	Basal_Cell
236	human	http://human.owl#NCI_C12476	T-Lymphocyte
237	human	http://human.owl#NCI_C12477	Astrocyte
238	human	http://human.owl#NCI_C12478	Clear_Cell
239	human	http://human.owl#NCI_C12479	Ductal_Epithelial_Cell
240	human	http://human.owl#NCI_C12480	Terminal_Ductal_Lobular_Unit
241	human	http://human.owl#NCI_C12481	Endothelium
242	human	http://human.owl#NCI_C12482	Fibroblast
243	human	http://human.owl#NCI_C12485	Neuroendocrine_Cell
244	human	http://human.owl#NCI_C12486	Plasma_Cell
245	human	http://human.owl#NCI_C12493	Base_of_the_Skull
246	human	http://human.owl#NCI_C12494	Clivus
247	human	http://human.owl#NCI_C12495	Foramen_Magnum
248	human	http://human.owl#NCI_C12496	Jugular_Foramen
249	human	http://human.owl#NCI_C12497	Sella_Turcica
250	human	http://human.owl#NCI_C12498	External_Acoustic_Meatus
251	human	http://human.owl#NCI_C12499	Internal_Ear
252	human	http://human.owl#NCI_C12500	Eustachian_Tube
253	human	http://human.owl#NCI_C12502	Tympanic_Membrane
254	human	http://human.owl#NCI_C12503	Mastoid_Process
255	human	http://human.owl#NCI_C12505	Buccal_Mucosa
256	human	http://human.owl#NCI_C12506	Tooth
257	human	http://human.owl#NCI_C12507	Mantle_Field
258	human	http://human.owl#NCI_C12508	Cell
259	human	http://human.owl#NCI_C12509	Infratentorial_Brain
260	human	http://human.owl#NCI_C12510	Mesencephalon
261	human	http://human.owl#NCI_C12511	Pons_Varolii
262	human	http://human.owl#NCI_C12512	Supratentorial_Brain
263	human	http://human.owl#NCI_C12513	Sagittal_Sinus
264	human	http://human.owl#NCI_C12514	Inferior_Sagittal_Sinus
265	human	http://human.owl#NCI_C12515	Superior_Sagittal_Sinus
266	human	http://human.owl#NCI_C12519	Peripheral_Blood_Cell
267	human	http://human.owl#NCI_C12520	Platelet
268	human	http://human.owl#NCI_C12521	Erythrocyte
269	human	http://human.owl#NCI_C12526	Erythroid_Progenitor_Cell
270	human	http://human.owl#NCI_C12527	Erythroblast
271	human	http://human.owl#NCI_C12528	Polychromatophilic_Erythrocyte
272	human	http://human.owl#NCI_C12529	Leukocyte
273	human	http://human.owl#NCI_C12530	Granulocyte
274	human	http://human.owl#NCI_C12531	Basophil
275	human	http://human.owl#NCI_C12532	Eosinophil
276	human	http://human.owl#NCI_C12533	Neutrophil
277	human	http://human.owl#NCI_C12534	Non-Granular_Leukocyte
278	human	http://human.owl#NCI_C12535	Lymphocyte
279	human	http://human.owl#NCI_C12536	Natural_Killer_Cell
280	human	http://human.owl#NCI_C12537	CD4_Plus_T-Lymphocyte
281	human	http://human.owl#NCI_C12538	Helper-Inducer_T-Lymphocyte
282	human	http://human.owl#NCI_C12539	Type_1_Helper_Cell
283	human	http://human.owl#NCI_C12540	Type_2_Helper_Cell
284	human	http://human.owl#NCI_C12541	Suppressor-Inducer_T-Lymphocyte
285	human	http://human.owl#NCI_C12542	CD8_Plus_T-Lymphocyte
286	human	http://human.owl#NCI_C12543	Cytotoxic_T-Lymphocyte
287	human	http://human.owl#NCI_C12544	Suppressor-Effector_T-Lymphocyte
288	human	http://human.owl#NCI_C12546	Tumor_Infiltrating_Lymphocyte
289	human	http://human.owl#NCI_C12547	Monocyte
290	human	http://human.owl#NCI_C12548	Monocyte_Activated_Killer
291	human	http://human.owl#NCI_C12549	Myeloid_Cell
292	human	http://human.owl#NCI_C12550	Bone_Marrow_Blood-Forming_Cell
293	human	http://human.owl#NCI_C12551	Hematopoietic_Stem_Cell
294	human	http://human.owl#NCI_C12552	Myeloid_Progenitor_Cell
295	human	http://human.owl#NCI_C12553	Megakaryocyte
296	human	http://human.owl#NCI_C12555	Connective_and_Soft_Tissue_Cell
297	human	http://human.owl#NCI_C12556	Adipocyte
298	human	http://human.owl#NCI_C12557	Chondrocyte
299	human	http://human.owl#NCI_C12558	Macrophage
300	human	http://human.owl#NCI_C12559	Epithelioid_Cell
301	human	http://human.owl#NCI_C12563	Histiocyte
302	human	http://human.owl#NCI_C12564	Kupffer_Cell
303	human	http://human.owl#NCI_C12565	Alveolar_Macrophage
304	human	http://human.owl#NCI_C12566	Peritoneal_Macrophage
305	human	http://human.owl#NCI_C12567	Odontoblast
306	human	http://human.owl#NCI_C12568	Osteoblast
307	human	http://human.owl#NCI_C12569	Osteocyte
308	human	http://human.owl#NCI_C12570	Osteoclast
309	human	http://human.owl#NCI_C12571	Stromal_Cell
310	human	http://human.owl#NCI_C12572	Theca_Cell
311	human	http://human.owl#NCI_C12573	Endocrine_Cell_of_the_Gastrointestinal_System
312	human	http://human.owl#NCI_C12574	Delta_Cell
313	human	http://human.owl#NCI_C12575	Enterochromaffin_Cell
314	human	http://human.owl#NCI_C12576	Enterochromaffin-Like_Cell
315	human	http://human.owl#NCI_C12577	G-Cell
316	human	http://human.owl#NCI_C12578	Epithelial_Cell
317	human	http://human.owl#NCI_C12579	Ameloblast
318	human	http://human.owl#NCI_C12580	Chief_Cell
319	human	http://human.owl#NCI_C12583	Dendritic_Cell
320	human	http://human.owl#NCI_C12584	Langerhans_Cell
321	human	http://human.owl#NCI_C12585	Enterocyte
322	human	http://human.owl#NCI_C12586	Goblet_Cell
323	human	http://human.owl#NCI_C12587	Granulosa_Cell
324	human	http://human.owl#NCI_C12588	Hepatocyte
325	human	http://human.owl#NCI_C12589	Keratinocyte
326	human	http://human.owl#NCI_C12590	Supporting_Cell_of_Organ_of_Corti
327	human	http://human.owl#NCI_C12591	Melanocyte
328	human	http://human.owl#NCI_C12592	Merkel_Cell
329	human	http://human.owl#NCI_C12593	Paneth_Cell
330	human	http://human.owl#NCI_C12594	Parietal_Cell
331	human	http://human.owl#NCI_C12595	Sertoli_Cell
332	human	http://human.owl#NCI_C12596	Eukaryotic_Cell
333	human	http://human.owl#NCI_C12597	Germ_Cell
334	human	http://human.owl#NCI_C12598	Egg
335	human	http://human.owl#NCI_C12600	Primary_Oocyte
336	human	http://human.owl#NCI_C12602	Spermatozoon
337	human	http://human.owl#NCI_C12603	Head_of_the_Spermatozoon
338	human	http://human.owl#NCI_C12604	Spermatid
339	human	http://human.owl#NCI_C12605	Spermatocyte
340	human	http://human.owl#NCI_C12606	Spermatogonium
341	human	http://human.owl#NCI_C12608	Islet_of_Langerhans
342	human	http://human.owl#NCI_C12609	Leydig_Cell
343	human	http://human.owl#NCI_C12610	Lutein_Cell
344	human	http://human.owl#NCI_C12611	Antibody_Producing_Cell
345	human	http://human.owl#NCI_C12612	Muscle_Cell
346	human	http://human.owl#NCI_C12613	Muscle_Fibers_Fast-Twitch
347	human	http://human.owl#NCI_C12614	Muscle_Fibers_Slow-Twitch
348	human	http://human.owl#NCI_C12615	Glial_Cell
349	human	http://human.owl#NCI_C12616	Microglia
350	human	http://human.owl#NCI_C12617	Neuropil
351	human	http://human.owl#NCI_C12618	Oligodendroglia_Cell
352	human	http://human.owl#NCI_C12619	Perineuronal_Satellite_Cell
353	human	http://human.owl#NCI_C12620	Schwann_Cell
354	human	http://human.owl#NCI_C12621	Antigen_Presenting_Cell
355	human	http://human.owl#NCI_C12622	Follicular_Dendritic_Cell
356	human	http://human.owl#NCI_C12623	Neuron
357	human	http://human.owl#NCI_C12624	Preganglionic_Autonomic_Fiber
358	human	http://human.owl#NCI_C12625	Interneuron
359	human	http://human.owl#NCI_C12626	Amacrine_Cell
360	human	http://human.owl#NCI_C12627	Myelinated_Nerve_Fiber
361	human	http://human.owl#NCI_C12628	Sensory_Neuron
362	human	http://human.owl#NCI_C12629	Hair_Cell
363	human	http://human.owl#NCI_C12630	Type_I_Hair_Cell
364	human	http://human.owl#NCI_C12631	Type_II_Hair_Cell
365	human	http://human.owl#NCI_C12632	Vestibular_Hair_Cell
366	human	http://human.owl#NCI_C12633	Olfactory_Receptor_Neuron
367	human	http://human.owl#NCI_C12634	Photoreceptor_Cell
368	human	http://human.owl#NCI_C12635	Photoreceptors_Invertebrate
369	human	http://human.owl#NCI_C12636	Photoreceptors_Vertebrate
370	human	http://human.owl#NCI_C12637	Cone
371	human	http://human.owl#NCI_C12638	Rod
372	human	http://human.owl#NCI_C12639	Rod_Outer_Segment
373	human	http://human.owl#NCI_C12640	Posterior_Horn_Cell
374	human	http://human.owl#NCI_C12641	Substantia_Gelatinosa
375	human	http://human.owl#NCI_C12642	Retinal_Ganglion_Cell
376	human	http://human.owl#NCI_C12643	Efferent_Neuron
377	human	http://human.owl#NCI_C12644	Motor_Neuron
378	human	http://human.owl#NCI_C12645	Anterior_Horn_Cell
379	human	http://human.owl#NCI_C12646	Gamma_Motor_Neuron
380	human	http://human.owl#NCI_C12647	Nitrergic_Neuron
381	human	http://human.owl#NCI_C12648	Postganglionic_Autonomic_Fiber
382	human	http://human.owl#NCI_C12649	Postganglionic_Parasympathetic_Fiber
383	human	http://human.owl#NCI_C12650	Postganglionic_Sympathetic_Fiber
384	human	http://human.owl#NCI_C12651	Purkinje_s_Cell
385	human	http://human.owl#NCI_C12652	Pyramidal_Cell
386	human	http://human.owl#NCI_C12654	Oxyphil_Cell
387	human	http://human.owl#NCI_C12656	Pericyte
388	human	http://human.owl#NCI_C12657	Phagocytic_Cell
389	human	http://human.owl#NCI_C12662	Stem_Cell
390	human	http://human.owl#NCI_C12664	Abdominal_Cavity
391	human	http://human.owl#NCI_C12665	Abducens_Nerve
