cue,response,R1.Strength
poslovanje,denar,0.1111111111111111
poslovanje,uspeh,0.05555555555555555
poslovanje,delo,0.05555555555555555
poslovanje,delovanje,0.05555555555555555
poslušati,glasbo,0.1111111111111111
poslušati,uho,0.05555555555555555
poslušati,znati,0.05555555555555555
poslušati,govoriti,0.05555555555555555
poslušati,muziko,0.05555555555555555
poslušati,glasba,0.2222222222222222
poslušati,profesorice,0.05555555555555555
poslušati,sprejemati,0.05555555555555555
poslušati,zanimati se za nekoga,0.05555555555555555
poslušati,pogovor,0.05555555555555555
poslušati,slišati,0.2222222222222222
posnetek,kamera,0.05
posnetek,obaka,0.05
posnetek,zvok,0.05
posnetek,tekmovanja,0.05
posnetek,slika,0.1
posnetek,diapozitiv,0.05
posnetek,izleta,0.05
posnetek,kaseta,0.05
posnetek,reportaža,0.05
posnetek,govora,0.05
posnetek,zaslona,0.05
posnetek,filmski,0.05
posnetek,video,0.3
posnetek,kraja,0.05
posneti,odstraniti,0.05263157894736842
posneti,film,0.3684210526315789
posneti,zabeležiti na nosilcu slike ali zvoka,0.05263157894736842
posneti,kamera,0.10526315789473684
posneti,komad,0.05263157894736842
posneti,video,0.15789473684210525
posneti,smetana,0.05263157894736842
posneti,zvok,0.05263157894736842
posneti,"uporabiti, kar je že narejeno",0.05263157894736842
posneti,6,0.05263157894736842
posojilo,dospelost,0.05263157894736842
posojilo,pomanjkanje,0.05263157894736842
posojilo,kredit,0.10526315789473684
posojilo,sodstvo,0.05263157894736842
posojilo,ko si nekaj izposodiš,0.05263157894736842
posojilo,lakota,0.05263157894736842
posojilo,posoditi,0.05263157894736842
posojilo,posvojitev,0.05263157894736842
posojilo,banka,0.15789473684210525
posojilo,obresti,0.05263157894736842
posojilo,denar,0.3157894736842105
posredovati,pošto,0.05555555555555555
posredovati,sporočiti,0.05555555555555555
posredovati,intervenirati,0.05555555555555555
posredovati,podatke,0.05555555555555555
posredovati,poslati,0.16666666666666666
posredovati,podati,0.05555555555555555
posredovati,poslušati,0.05555555555555555
posredovati,pri prodaji stanovanja,0.05555555555555555
posredovati,stvari,0.05555555555555555
posredovati,mail,0.05555555555555555
posredovati,sporočilo,0.05555555555555555
posredovati,informacije,0.05555555555555555
posredovati,ko nekaj veš in deliš naprej,0.05555555555555555
posredovati,posrednik,0.05555555555555555
posredovati,pomagati,0.05555555555555555
posredovati,podatki,0.05555555555555555
pošta,nabiralnik,0.05263157894736842
pošta,znamka,0.05263157894736842
pošta,neefektivno,0.05263157894736842
pošta,slovenije,0.2631578947368421
pošta,telegram,0.10526315789473684
pošta,pismo,0.47368421052631576
postaja,končna,0.05555555555555555
postaja,železniška,0.05555555555555555
postaja,ustaviti se,0.05555555555555555
postaja,vlak,0.16666666666666666
postaja,železniška postaja,0.05555555555555555
postaja,avtobus,0.3888888888888889
postaja,čakalnica,0.05555555555555555
postaja,radio (postaja),0.05555555555555555
postaja,kraj kjer se ustavi vlak avtobus,0.05555555555555555
postaja,del poti,0.05555555555555555
postajati,trezen,0.05555555555555555
postajati,spreminjati se v nekaj,0.05555555555555555
postajati,spremeniti se,0.05555555555555555
postajati,človek,0.05555555555555555
postajati,vedno boljši,0.05555555555555555
postajati,lačen,0.05555555555555555
postajati,postati,0.1111111111111111
postajati,razvoj,0.05555555555555555
postajati,rasti,0.16666666666666666
postajati,odrasel,0.1111111111111111
postajati,zrel,0.1111111111111111
postajati,postaja,0.1111111111111111
postavljati,ustvarjati,0.05555555555555555
postavljati,se zase,0.05555555555555555
postavljati,graditi,0.2222222222222222
postavljati,razstava,0.05555555555555555
postavljati,hiša,0.05555555555555555
postavljati,mlaj,0.05555555555555555
postavljati,kazati,0.05555555555555555
postavljati,premikati,0.05555555555555555
postavljati,šotor,0.1111111111111111
postavljati,vprašanja,0.05555555555555555
postavljati,jaslice,0.05555555555555555
postavljati,prometni znak,0.05555555555555555
postavljati,gradnja,0.05555555555555555
postavljati,kocke,0.05555555555555555
postelja,spanec,0.05
postelja,mehkoba,0.05
postelja,mehka,0.05
postelja,počitek,0.2
postelja,spanje,0.45
postelja,sanje,0.05
postelja,"lepo, če sva dva",0.05
postelja,kos pohištva v katerem spimo,0.05
postelja,spanev,0.05
posvetiti,posvetilo,0.07407407407407407
posvetiti,čas partnerju,0.037037037037037035
posvetiti,se otroku,0.037037037037037035
posvetiti,čas,0.14814814814814814
posvetiti,prosti čas,0.037037037037037035
posvetiti,svetloba,0.037037037037037035
posvetiti,blagosloviti,0.037037037037037035
posvetiti,prijateljem,0.037037037037037035
posvetiti,se šoli,0.037037037037037035
posvetiti,besede,0.037037037037037035
posvetiti,ubadati se,0.037037037037037035
posvetiti,svetlost,0.037037037037037035
posvetiti,z lučjo,0.037037037037037035
posvetiti,nekaj nekomu nameniš,0.037037037037037035
posvetiti,nameniti nekomu,0.037037037037037035
posvetiti,posvečati,0.037037037037037035
posvetiti,pozornost,0.07407407407407407
posvetiti,nameniti čas nekomu,0.037037037037037035
posvetiti,posvet,0.037037037037037035
posvetiti,denar,0.037037037037037035
posvetiti,pesem,0.037037037037037035
posvetiti,v dušo,0.037037037037037035
poteza,nekaj narediti,0.058823529411764705
poteza,igra,0.058823529411764705
poteza,svinčnik,0.11764705882352941
poteza,akcija,0.058823529411764705
poteza,proteza,0.058823529411764705
poteza,napačna,0.058823529411764705
poteza,dobra,0.058823529411764705
poteza,način,0.058823529411764705
poteza,prva,0.058823529411764705
poteza,šah,0.4117647058823529
potnik,javni prevoz,0.05
potnik,slepi,0.05
potnik,avtobus,0.05
potnik,1,0.05
potnik,dežele,0.05
potnik,pohodnik,0.05
potnik,tujina,0.05
potnik,kriminalka,0.05
potnik,sopotnik,0.1
potnik,potovanje,0.2
potnik,oseba,0.05
potnik,vlak,0.1
potnik,avto,0.05
potnik,dopust,0.05
potnik,"človek, ki potuje",0.05
potovanje,pesek,0.05
potovanje,veselje,0.05
potovanje,prosti čas,0.05
potovanje,letalo,0.05
potovanje,sreča,0.05
potovanje,japonska,0.05
potovanje,iti na pot,0.05
potovanje,bogastvo,0.05
potovanje,južna amerika,0.05
potovanje,z motorjem,0.05
potovanje,svet,0.05
potovanje,vlak,0.05
potovanje,denar,0.05
potovanje,izlet,0.05
potovanje,pot,0.1
potovanje,sprememba,0.05
potovanje,morje,0.1
potovanje,kovček,0.05
poudarjati,ponavljati,0.05
poudarjati,zoprno,0.05
poudarjati,poudariti,0.05
poudarjati,udariti,0.05
poudarjati,vpliv,0.05
poudarjati,zvišati glas,0.05
poudarjati,pomembnost,0.05
poudarjati,nekaj,0.05
poudarjati,stavek,0.05
poudarjati,podčrtati,0.05
poudarjati,pomembno,0.1
poudarjati,oči,0.05
poudarjati,naglas,0.05
poudarjati,kazati smer,0.05
poudarjati,glasno govorjenje,0.05
poudarjati,izpostaviti,0.05
poudarjati,pomen,0.1
poudarjati,zasluga,0.05
povabiti,vabilo,0.05
povabiti,večerja,0.05
povabiti,na večerjo,0.05
povabiti,povabilo,0.05
povabiti,družba,0.05
povabiti,obisk,0.1
povabiti,gostje,0.05
povabiti,sestanek,0.05
povabiti,prijatelji,0.05
povabiti,zabava,0.15
povabiti,poroka,0.05
povabiti,na zabavo,0.05
povabiti,praznovanje,0.05
povabiti,na kavo,0.05
povabiti,torta,0.05
povabiti,vabiti k nam,0.05
povabiti,prijaznost,0.05
povezava,internetna,0.05263157894736842
povezava,razumevanje,0.05263157894736842
povezava,avtocesta,0.05263157894736842
povezava,vrv,0.05263157894736842
povezava,telefon,0.05263157894736842
povezava,vez,0.10526315789473684
povezava,spletna stran,0.05263157894736842
povezava,internet,0.10526315789473684
povezava,stik,0.05263157894736842
povezava,veza,0.05263157894736842
povezava,omrežje,0.05263157894736842
povezava,zveza,0.10526315789473684
povezava,link,0.15789473684210525
povezava,priti do cilja,0.05263157894736842
povprečen,učenec,0.05263157894736842
povprečen,učni in delovni uspeh,0.05263157894736842
povprečen,normalen,0.15789473684210525
povprečen,človek,0.10526315789473684
povprečen,slovenec,0.05263157894736842
povprečen,intelekt,0.05263157894736842
povprečen,soliden,0.05263157894736842
povprečen,šola,0.05263157894736842
povprečen,srednji,0.05263157894736842
povprečen,brez posebnosti,0.05263157894736842
povprečen,je biti fajn,0.05263157894736842
povprečen,ne poseben,0.05263157894736842
povprečen,dan,0.05263157894736842
povprečen,navaden,0.10526315789473684
povprečen,neizstopajoč,0.05263157894736842
povprečje,razmerje,0.05
povprečje,sivina,0.05
povprečje,je dobro,0.05
povprečje,nadpovprečnost,0.05
povprečje,sredina,0.15
povprečje,cca,0.05
povprečje,ocene,0.1
povprečje,mediana,0.15
povprečje,delavski razred,0.05
povprečje,slabo,0.05
povprečje,srednje,0.05
povprečje,večina,0.05
povprečje,članstva,0.05
povprečje,matematika,0.05
povprečje,črta,0.05
površina,ploščina,0.05
površina,mera,0.05
površina,parcela,0.05
površina,miza,0.05
površina,volumen,0.05
površina,polje,0.05
površina,m2,0.05
površina,ozemlje,0.05
površina,ploščad,0.05
površina,območje,0.05
površina,gozda,0.05
površina,prostornina,0.05
površina,ploskev,0.1
površina,velikost,0.05
površina,ha,0.05
površina,površinska,0.05
površina,matematika,0.1
površina,ravnina,0.05
povzročiti,krivec,0.05
povzročiti,narediti,0.15
povzročiti,stres,0.05
povzročiti,nesrečo,0.05
povzročiti,nesreča,0.15
povzročiti,situacija,0.05
povzročiti,bolečina,0.05
povzročiti,škodo,0.05
povzročiti,biti odgovoren za neko (običajno negativno) dejanje,0.05
povzročiti,začeti,0.05
povzročiti,dejanje,0.05
povzročiti,biti razlog,0.05
povzročiti,škoda,0.05
povzročiti,vzrok,0.05
povzročiti,poškodbi,0.05
povzročiti,krivda,0.05
pozabiti,ključ,0.05555555555555555
pozabiti,pozabljati,0.05555555555555555
pozabiti,vse,0.05555555555555555
pozabiti,alzheimer,0.05555555555555555
pozabiti,spomin,0.1111111111111111
pozabiti,spomniti,0.05555555555555555
pozabiti,kmet,0.05555555555555555
pozabiti,koledar,0.05555555555555555
pozabiti,zanemariti,0.05555555555555555
pozabiti,zapomniti,0.05555555555555555
pozabiti,slabe stvari,0.05555555555555555
pozabiti,slabo,0.05555555555555555
pozabiti,ime,0.05555555555555555
pozabiti,demenca,0.16666666666666666
pozabiti,spomini,0.05555555555555555
pozitivno,plus,0.05
pozitivno,uspešno,0.05
pozitivno,življenje,0.05
pozitivno,vzpodbuda,0.05
pozitivno,ljubezen,0.05
pozitivno,mnenje,0.1
pozitivno,ocena dve,0.05
pozitivno,oceniti,0.05
pozitivno,dobro,0.15
pozitivno,optimistično,0.05
pozitivno,negativno,0.2
pozitivno,bolezen,0.05
pozitivno,veselo,0.05
pozitivno,razmišljanje,0.05
pozornost,blondinke,0.05
pozornost,primanjkanje,0.05
pozornost,koncentracija,0.1
pozornost,majhna,0.05
pozornost,boj,0.05
pozornost,motnje pozornosti,0.05
pozornost,dogodek,0.05
pozornost,predstava,0.05
pozornost,osredotočenost,0.05
pozornost,center,0.05
pozornost,pretiravanje,0.05
pozornost,poslušati,0.05
pozornost,otrok,0.05
pozornost,čas prisotnost sledenje,0.05
pozornost,nagelj,0.05
pozornost,lara rajh,0.05
pozornost,zbranost,0.1
pozornost,fokus,0.05
pozvati,k sodelovanju,0.05555555555555555
pozvati,uradni odnosi,0.05555555555555555
pozvati,skupina,0.05555555555555555
pozvati,ljudi,0.05555555555555555
pozvati,sodišče,0.05555555555555555
pozvati,poklicati,0.2222222222222222
pozvati,sodelavce,0.05555555555555555
pozvati,ljudstvo,0.05555555555555555
pozvati,politika,0.05555555555555555
pozvati,odziv,0.05555555555555555
pozvati,telefon,0.16666666666666666
pozvati,prijatelja,0.05555555555555555
pozvati,poziv,0.05555555555555555
praksa,ustaljeno,0.05
praksa,samostojnost,0.05
praksa,študij,0.05
praksa,službena,0.05
praksa,šola,0.05
praksa,zdravnik,0.05
praksa,v izobraževanju,0.05
praksa,vaja v živo,0.05
praksa,teorija,0.05
praksa,šolska,0.05
praksa,faks,0.05
praksa,mojster,0.05
praksa,delovna,0.05
praksa,služba,0.05
praksa,strokovna šola,0.05
praksa,"nekaz znanega,",0.05
praksa,delo,0.15
praksa,super,0.05
praktično,priročno,0.05263157894736842
praktično,dejansko,0.05263157894736842
praktično,mašilo,0.05263157894736842
praktično,komot,0.05263157894736842
praktično,ai,0.05263157894736842
praktično,navodila,0.05263157894736842
praktično,enostavno,0.05263157894736842
praktično,usposabljanje,0.10526315789473684
praktično,skoraj,0.05263157894736842
praktično,avto,0.05263157894736842
praktično,v praksi,0.05263157894736842
praktično,darilo,0.05263157894736842
praktično,delo,0.05263157894736842
praktično,uporabno,0.2631578947368421
pravilo,prekršek,0.05555555555555555
pravilo,zapoved,0.1111111111111111
pravilo,prekršit,0.05555555555555555
pravilo,sodnik,0.05555555555555555
pravilo,številka,0.05555555555555555
pravilo,red,0.16666666666666666
pravilo,nekaj kar ne prekršiš,0.05555555555555555
pravilo,zmeraj,0.05555555555555555
pravilo,popravilo,0.05555555555555555
pravilo,knjiga,0.05555555555555555
pravilo,igre,0.05555555555555555
pravilo,zakon,0.16666666666666666
pravilo,strašilo,0.05555555555555555
praznik,jezero,0.05263157894736842
praznik,obleka,0.05263157894736842
praznik,veselje,0.05263157894736842
praznik,prvomajski,0.05263157894736842
praznik,božič,0.21052631578947367
praznik,delopust,0.05263157894736842
praznik,dela,0.10526315789473684
praznik,mir,0.05263157894736842
praznik,prešeren,0.05263157894736842
praznik,božični,0.05263157894736842
praznik,dela prost dan,0.15789473684210525
praznik,prost dan,0.05263157894736842
praznik,spomini,0.05263157894736842
prazno,papir,0.05263157894736842
prazno,občutje,0.05263157894736842
prazno,polje,0.05263157894736842
prazno,vreča,0.05263157894736842
prazno,mesto,0.05263157894736842
prazno,belo,0.05263157894736842
prazno,prazen list,0.05263157894736842
prazno,polno,0.05263157894736842
prazno,nič,0.10526315789473684
prazno,kozarec,0.10526315789473684
prazno,zmanjkalo,0.05263157894736842
prazno,zrak,0.05263157894736842
prazno,votlo,0.05263157894736842
prazno,praznina,0.05263157894736842
prazno,grdo,0.05263157894736842
prazno,prostor,0.05263157894736842
prazno,ničelno,0.05263157894736842
prebivalec,sveta,0.05555555555555555
prebivalec,meščan,0.1111111111111111
prebivalec,vaščan,0.1111111111111111
prebivalec,mesta,0.05555555555555555
prebivalec,dom,0.05555555555555555
prebivalec,država,0.05555555555555555
prebivalec,oseba,0.05555555555555555
prebivalec,habitant,0.05555555555555555
prebivalec,države,0.05555555555555555
prebivalec,državljan,0.1111111111111111
prebivalec,živeti,0.05555555555555555
prebivalec,stanovalec,0.1111111111111111
prebivalec,slovenija,0.05555555555555555
prebivalec,oseba katera živi v doličenem kraju,0.05555555555555555
prebivalstvo,lokalno,0.05263157894736842
prebivalstvo,populacija,0.10526315789473684
prebivalstvo,slovenije,0.10526315789473684
prebivalstvo,ljudje,0.42105263157894735
prebivalstvo,hiše,0.05263157894736842
prebivalstvo,država,0.05263157894736842
prebivalstvo,množica,0.05263157894736842
prebivalstvo,ljudstvo,0.05263157894736842
prebivalstvo,lebron james,0.05263157894736842
prebivalstvo,"ljudje, ki živijo na istem območju",0.05263157894736842
prebrati,naučiti,0.05263157894736842
prebrati,izvedeti,0.05263157894736842
prebrati,odlomek,0.05263157894736842
prebrati,knjigo,0.21052631578947367
prebrati,vedeti,0.10526315789473684
prebrati,knjiga,0.5263157894736842
predmet,radovednost,0.05263157894736842
predmet,šolski predmet,0.10526315789473684
predmet,sola,0.05263157894736842
predmet,spora,0.05263157894736842
predmet,šola,0.10526315789473684
predmet,razprave,0.05263157894736842
predmet,reč,0.05263157894736842
predmet,objekt,0.05263157894736842
predmet,stvar,0.3157894736842105
predmet,dežnik,0.05263157894736842
predmet,žoga,0.05263157894736842
predmet,slovenščina,0.05263157894736842
predpis,pravilo,0.11764705882352941
predpis,varnost,0.058823529411764705
predpis,birokracija,0.058823529411764705
predpis,v prometu,0.058823529411764705
predpis,podpis,0.058823529411764705
predpis,znak,0.058823529411764705
predpis,skoraj zakon,0.058823529411764705
predpis,zakonodaja,0.058823529411764705
predpis,okvir,0.058823529411764705
predpis,zakon,0.4117647058823529
predstavitev,predavanje,0.05
predstavitev,govor,0.05
predstavitev,množica ljudi,0.05
predstavitev,diapozitiv,0.05
predstavitev,šola,0.15
predstavitev,ideja,0.05
predstavitev,izdelka,0.05
predstavitev,prezentacija,0.1
predstavitev,ime,0.15
predstavitev,opis,0.05
predstavitev,kolekcije,0.05
predstavitev,powerpoint,0.1
predstavitev,power point,0.1
predviden,načrt,0.15
predviden,planiran,0.05
predviden,čas,0.05
predviden,rok,0.2
predviden,razplet,0.05
predviden,stres,0.05
predviden,nevarnost,0.05
predviden,termin,0.05
predviden,predvidevati,0.05
predviden,verjetnost,0.05
predviden,položaj,0.05
predviden,domneven,0.05
predviden,pričakovan,0.1
predviden,cesta,0.05
predvidevati,ugibati,0.05263157894736842
predvidevati,šesti čut,0.05263157894736842
predvidevati,predvideti,0.05263157894736842
predvidevati,nesreče,0.05263157894736842
predvidevati,vedeti,0.05263157894736842
predvidevati,videti,0.05263157894736842
predvidevati,domnevati,0.05263157894736842
predvidevati,uganjevati,0.05263157894736842
predvidevati,misliti,0.10526315789473684
predvidevati,prihodnost,0.10526315789473684
predvidevati,pričakovanje,0.05263157894736842
predvidevati,želeti,0.05263157894736842
predvidevati,smrt,0.05263157894736842
predvidevati,vizija,0.05263157894736842
predvidevati,uspeh,0.05263157894736842
predvidevati,razmišljati,0.05263157894736842
predvidevati,sklepati,0.05263157894736842
pregled,vesolja,0.05263157894736842
pregled,nadzor,0.05263157894736842
pregled,zdravniški pregled,0.05263157894736842
pregled,zdravnik,0.2631578947368421
pregled,znanje,0.05263157894736842
pregled,ambulanta,0.05263157894736842
pregled,zdravstveni,0.10526315789473684
pregled,ambulantni,0.05263157894736842
pregled,zdravniški,0.3157894736842105
prehod,podhod,0.1
prehod,medprostor,0.05
prehod,za pesce,0.05
prehod,menjava letnih časov,0.05
prehod,sprehod,0.05
prehod,pešci,0.05
prehod,zebra,0.15
prehod,cestni,0.05
prehod,pešec,0.05
prehod,za pešce,0.1
prehod,iz živlenja v smrt,0.05
prehod,letni čas,0.05
prehod,prečkati,0.05
prehod,višji nivo,0.05
prehod,od ene do druge strani,0.05
prehod,cesta,0.05
preiskava,detektiv,0.05555555555555555
preiskava,raziskovanje,0.05555555555555555
preiskava,eksperiment,0.05555555555555555
preiskava,policija,0.1111111111111111
preiskava,zvedenje,0.05555555555555555
preiskava,zdravnik,0.05555555555555555
preiskava,zdravje,0.05555555555555555
preiskava,znanstvena,0.05555555555555555
preiskava,odkrivanje sledi,0.05555555555555555
preiskava,policist,0.05555555555555555
preiskava,raziskava,0.05555555555555555
preiskava,umor,0.05555555555555555
preiskava,kri,0.05555555555555555
preiskava,izvid,0.05555555555555555
preiskava,iskati resnico,0.05555555555555555
preiskava,sodna,0.05555555555555555
preiskava,imetja,0.05555555555555555
premagati,strah,0.10526315789473684
premagati,dosežek,0.05263157894736842
premagati,ovire,0.05263157894736842
premagati,boj,0.05263157894736842
premagati,igra,0.05263157894736842
premagati,zmaja,0.05263157894736842
premagati,biti boljsi,0.05263157894736842
premagati,nasprotnik,0.10526315789473684
premagati,zmagovalec,0.05263157894736842
premagati,izziv,0.05263157894736842
premagati,borba,0.05263157894736842
premagati,nasprotnika,0.15789473684210525
premagati,zmagati,0.10526315789473684
premagati,obvladati,0.05263157894736842
premalo,pomanjkanje,0.05263157894736842
premalo,veliko,0.05263157894736842
premalo,časa,0.15789473684210525
premalo,denarja,0.10526315789473684
premalo,4,0.05263157894736842
premalo,nezadostno,0.05263157894736842
premalo,popiti,0.05263157894736842
premalo,preveč,0.10526315789473684
premalo,žalost,0.05263157894736842
premalo,pomankljivo,0.05263157894736842
premalo,veselja,0.05263157894736842
premalo,rekreacije,0.05263157894736842
premalo,pogum,0.05263157894736842
premalo,denar,0.05263157894736842
premalo,razočaranje,0.05263157894736842
premier,obleka,0.05263157894736842
premier,robert golob,0.05263157894736842
premier,janez janša,0.05263157894736842
premier,predsednik,0.15789473684210525
premier,vodja,0.05263157894736842
premier,pajac,0.05263157894736842
premier,država,0.05263157894736842
premier,golob,0.05263157894736842
premier,politik,0.05263157894736842
premier,politika,0.10526315789473684
premier,vlada,0.15789473684210525
premier,predsednik vlade,0.05263157894736842
premier,prvi,0.05263157894736842
premier,pub,0.05263157894736842
premoženje,osebno,0.05555555555555555
premoženje,veliko,0.05555555555555555
premoženje,nepremičnine,0.05555555555555555
premoženje,moč,0.05555555555555555
premoženje,hiša,0.1111111111111111
premoženje,imetje,0.05555555555555555
premoženje,nepremičnina,0.1111111111111111
premoženje,denar,0.16666666666666666
premoženje,bogastvo,0.16666666666666666
premoženje,bogataš,0.05555555555555555
premoženje,lastnina,0.05555555555555555
premoženje,vrednost,0.05555555555555555
prenesti,odnesti,0.05555555555555555
prenesti,file,0.05555555555555555
prenesti,bolečino,0.05555555555555555
prenesti,podatke,0.05555555555555555
prenesti,datoteko,0.1111111111111111
prenesti,vzdržati,0.05555555555555555
prenesti,bolečina,0.05555555555555555
prenesti,računalnik,0.05555555555555555
prenesti,knjiga,0.05555555555555555
prenesti,prenašanje,0.05555555555555555
prenesti,prestaviti,0.05555555555555555
prenesti,sporočilo,0.05555555555555555
prenesti,nositi,0.05555555555555555
prenesti,datoteka,0.05555555555555555
prenesti,teža,0.05555555555555555
prenesti,preseliti,0.05555555555555555
prenesti,težo,0.05555555555555555
prenos,televizija,0.10526315789473684
prenos,računalnik,0.10526315789473684
prenos,fotografije,0.05263157894736842
prenos,informacija,0.05263157894736842
prenos,v živo,0.05263157894736842
prenos,podatki,0.10526315789473684
prenos,nositi preko nečesa,0.05263157894736842
prenos,tekme,0.05263157894736842
prenos,datoteka,0.05263157894736842
prenos,podatkov,0.21052631578947367
prenos,moč,0.05263157894736842
prenos,prestavitev,0.05263157894736842
prenos,r,0.05263157894736842
preostali,tisti,0.05263157894736842
preostali,dogodki,0.05263157894736842
preostali,sam,0.05263157894736842
preostali,ljudje,0.05263157894736842
preostali,člani,0.05263157894736842
preostali,zapuščenost,0.05263157894736842
preostali,množica,0.05263157894736842
preostali,ostanek,0.05263157894736842
preostali,udeleženci,0.05263157894736842
preostali,drugi,0.05263157894736842
preostali,ostali,0.21052631578947367
preostali,piškoti,0.05263157894736842
preostali,oni,0.05263157894736842
preostali,sorodniki,0.05263157894736842
preostali,vsi,0.05263157894736842
preostali,kruh,0.05263157894736842
preprečiti,reči ne,0.05263157894736842
preprečiti,izogniti,0.05263157894736842
preprečiti,nezaželen,0.05263157894736842
preprečiti,ustaviti,0.05263157894736842
preprečiti,varnost,0.05263157894736842
preprečiti,nesrečo,0.10526315789473684
preprečiti,stop,0.05263157894736842
preprečiti,poplava,0.05263157894736842
preprečiti,posledice,0.05263157894736842
preprečiti,umor,0.05263157894736842
preprečiti,dopustiti,0.05263157894736842
preprečiti,napovedati,0.05263157894736842
preprečiti,prepovedat,0.05263157894736842
preprečiti,napad,0.05263157894736842
preprečiti,ne dovoliti,0.05263157894736842
preprečiti,propad,0.05263157894736842
preprečiti,spor,0.05263157894736842
preprečiti,bolezen,0.05263157894736842
prepričanje,prav,0.05263157894736842
prepričanje,vrednote,0.05263157894736842
prepričanje,predvidevanje,0.05263157894736842
prepričanje,verovanje,0.05263157894736842
prepričanje,vera,0.2631578947368421
prepričanje,napačno,0.05263157894736842
prepričanje,bog,0.05263157894736842
prepričanje,mnenje,0.10526315789473684
prepričanje,vmir,0.05263157894736842
prepričanje,mišljenje,0.10526315789473684
prepričanje,trdno,0.05263157894736842
prepričanje,verjeti,0.05263157894736842
prepričanje,zaupanje,0.05263157894736842
prepričati,odpraviti zadržke,0.05555555555555555
prepričati,varnost,0.05555555555555555
prepričati,ideja,0.05555555555555555
prepričati,usluga,0.05555555555555555
prepričati,prepričane,0.05555555555555555
prepričati,indoktrinirati,0.05555555555555555
prepričati,osebo v nasprotno,0.05555555555555555
prepričati,argumentirati,0.05555555555555555
prepričati,sebe,0.05555555555555555
prepričati,izdelek,0.05555555555555555
prepričati,verjemi,0.05555555555555555
prepričati,verjeti,0.05555555555555555
prepričati,se,0.05555555555555555
prepričati,da so ljudje ki pišejo z levo so boljsi od desnih,0.05555555555555555
prepričati,vsiljivost,0.05555555555555555
prepričati,pravnik,0.05555555555555555
prepričati,pogovor,0.05555555555555555
prepričati,argument,0.05555555555555555
preprosto,simpl,0.05555555555555555
preprosto,komplicirano,0.1111111111111111
preprosto,življenje,0.05555555555555555
preprosto,je bil toti kviz,0.05555555555555555
preprosto,lahko,0.05555555555555555
preprosto,brez težav,0.05555555555555555
preprosto,otrok,0.05555555555555555
preprosto,enostavno,0.3333333333333333
preprosto,delati,0.05555555555555555
preprosto,oblečen,0.05555555555555555
preprosto,delo,0.05555555555555555
preprosto,obrok,0.05555555555555555
preseliti,hisa,0.05263157894736842
preseliti,groza,0.05263157894736842
preseliti,knjige,0.05263157894736842
preseliti,življenje,0.05263157894736842
preseliti,menjava,0.05263157894736842
preseliti,prtljaga,0.05263157894736842
preseliti,umreti,0.05263157894736842
preseliti,nova hiša,0.05263157894736842
preseliti,tujina,0.05263157894736842
preseliti,stanovanje,0.15789473684210525
preseliti,maribor/ljubljana,0.05263157894736842
preseliti,oditi stran,0.05263157894736842
preseliti,prestaviti,0.05263157894736842
preseliti,se,0.05263157894736842
preseliti,gibanje,0.05263157894736842
preseliti,kombi,0.05263157894736842
preseliti,sprememba,0.05263157894736842
presenečenje,zabava,0.14285714285714285
presenečenje,veselje,0.19047619047619047
presenečenje,pozitivno,0.047619047619047616
presenečenje,rojstni dan,0.14285714285714285
presenečenje,nekaj nepričakovanega,0.047619047619047616
presenečenje,darilo,0.3333333333333333
presenečenje,šok,0.047619047619047616
presenečenje,rojstnodnevno,0.047619047619047616
presenetiti,nepričakovan,0.05263157894736842
presenetiti,razveseliti,0.05263157894736842
presenetiti,presenečenje,0.10526315789473684
presenetiti,(ne)prijetno,0.05263157894736842
presenetiti,rojstni dan,0.05263157894736842
presenetiti,hipno,0.05263157894736842
presenetiti,rože,0.05263157894736842
presenetiti,prijetno,0.05263157894736842
presenetiti,zabava,0.10526315789473684
presenetiti,pok,0.05263157894736842
presenetiti,boo,0.05263157894736842
presenetiti,prijatelja,0.05263157894736842
presenetiti,voasti,0.05263157894736842
presenetiti,darilo,0.21052631578947367
prestolnica,država,0.05263157894736842
prestolnica,glavno mesto,0.15789473684210525
prestolnica,mesto,0.10526315789473684
prestolnica,ljubljana,0.42105263157894735
prestolnica,maribor,0.05263157894736842
prestolnica,center,0.05263157894736842
prestolnica,evrope,0.05263157894736842
prestolnica,prestol,0.05263157894736842
prestolnica,glavno mesto države,0.05263157894736842
pretekel,čas,0.05
pretekel,rok,0.15
pretekel,stekel,0.05
pretekel,preteklost,0.05
pretekel,pekel,0.05
pretekel,polje,0.05
pretekel,dogodek,0.05
pretekel,pokvarjen,0.05
pretekel,zgodovina,0.05
pretekel,jogurt,0.05
pretekel,razdalje,0.05
pretekel,bivši,0.05
pretekel,cilj,0.05
pretekel,dan,0.05
pretekel,nekdanji,0.05
pretekel,maraton,0.05
pretekel,rok uporabe,0.1
preteklost,čas,0.047619047619047616
preteklost,spomin,0.047619047619047616
preteklost,ni več,0.047619047619047616
preteklost,minljivost,0.047619047619047616
preteklost,sedanjost,0.09523809523809523
preteklost,zgodovina,0.42857142857142855
preteklost,kruta,0.047619047619047616
preteklost,mladost,0.047619047619047616
preteklost,lev,0.047619047619047616
preteklost,včasih,0.047619047619047616
preteklost,historija,0.047619047619047616
preteklost,včeraj,0.047619047619047616
preveriti,verodostojnost,0.05555555555555555
preveriti,črkovalnik,0.05555555555555555
